"title","url","date","author","categories","originalTags","candidateTags","summary","wordCount","sourceArchive"
"What Are the Dead Sea Scrolls?  The Basics","https://ehrmanblog.org/what-are-the-dead-sea-scrolls-the-basics/","December 13, 2025","BDEhrman","early-judaism","","jesus; new-testament; textual-criticism; canon; suffering-evil; judaism; blog-news; early-judaism","I gave a lecture the other day in which I mentioned the Dead Sea Scrolls. This morning, when looking back over the blog, I realized I haven’t really said much about them for … years!","1267","https://ehrmanblog.org/2025/12/"
"My Birdbrain View of Agnosticism","https://ehrmanblog.org/my-birdbrain-view-of-agnosticism/","December 11, 2025","BDEhrman","reflections-ruminations","","textual-criticism; reflections-ruminations","Yesterday I shared one of the thoughts that crept into and dominated my mind for a few minutes while watching a glorious sunrise from the comforts of a nice chair in front of a big window while drinking a cup of coffee. Here now is my second.","732","https://ehrmanblog.org/2025/12/"
"If It Is All Matter, Why Should It Matter?","https://ehrmanblog.org/if-it-is-all-matter-why-should-it-matter/","December 10, 2025","BDEhrman","public-forum","","public-forum","On Saturday I was sitting in a comfortable chair in front of a large window with a nice cup of coffee watching the sun slowly rise. I was in a contemplative mood, not dwelling on the quotidian duties bound to occupy me in the hours ahead, but thinking about some of the Big Issues in life, or at least in my life.","795","https://ehrmanblog.org/2025/12/"
"Some Key Passages from the Gospels:  Questions from Readers","https://ehrmanblog.org/some-key-passages-from-the-gospels-questions-from-readers/","December 9, 2025","BDEhrman","canonical-gospels; readers-questions","","jesus; gospels; new-testament; textual-criticism; resurrection; miracles; canon; christology","Some Key Passages from the Gospels: Questions from Readers
View Larger Image
December 9, 2025","1102","https://ehrmanblog.org/2025/12/"
"A Heart-Rending Story and Stunning Condemnation: The Prophet Hosea","https://ehrmanblog.org/a-heart-rending-story-and-stunning-condemnation-the-prophet-hosea/","December 7, 2025","BDEhrman","hebrew-bible-old-testament","","new-testament; hebrew-bible; textual-criticism; canon; hebrew-bible-old-testament","Most of the so-called “minor prophets” (called that because their books are shorter than those of Isaiah, Jeremiah, and Ezekiel) are both terrific and terrifically under-read. So I think maybe I should post a bit on each of them (there are twelve).","1063","https://ehrmanblog.org/2025/12/"
"Ignatius: Eager to be Eaten by the Wild Beasts","https://ehrmanblog.org/ignatius-eager-to-be-eaten-by-the-wild-beasts/","December 6, 2025","BDEhrman","early-christian-writings","","jesus; paul; early-christianity; forgery-authorship; martyrdom; suffering-evil; heaven-hell; roman-world","In some respects, the most interesting of Ignatius’s writings is the letter to the Romans, where he deals explicitly with his upcoming martyrdom. We might expect that Ignatius would want to find some way to avoid having to pay the ultimate price for his faith, if he could do so without compromising his convictions.","1057","https://ehrmanblog.org/2025/12/"
"December 2025 Gold Q&A Announcement","https://ehrmanblog.org/december-2025-gold-qa-announcement/","December 5, 2025","jennao","public-forum","gold; platinum","reader-questions; blog-news; public-forum","Bart will be answering your questions live on Zoom on Saturday December 20th at 11am Eastern. (Note: A previous communication stated that this Q&A would take place on December 10th.","149","https://ehrmanblog.org/2025/12/"
"A Glimpse of Proto-orthodox Views in the Letters of Ignatius","https://ehrmanblog.org/48295-2/","December 4, 2025","BDEhrman","history-of-christianity-100-300ce","","jesus; paul; new-testament; early-christianity; textual-criticism; forgery-authorship; martyrdom; suffering-evil","Yesterday I introduced the letters of Ignatius of Antioch (from around 110 CE), a bishop of the largest church in Syria (and one of the largest in the world at the time), written while en route to his martyrdom in Rome, to several of the churches that he had met with during his journey. The letters are addressed to churches in Asia Minor, in Ephesus, Magnesia, Tralles, Philadelphia, and Smyrna, along with a letter to the bishop of Smyrna, Polycarp (who also wrote a letter included among the Apos","1074","https://ehrmanblog.org/2025/12/"
"Uh, Duh.  What I SHOULD Have Said.  (Bethlehem)","https://ehrmanblog.org/uh-duh-what-i-should-have-said-bethlehem/","December 3, 2025","BDEhrman","canonical-gospels; historical-jesus","","jesus; gospels; new-testament; canon; roman-world; judaism; blog-news; canonical-gospels","Last week, in the lead up to Christmas, I had a remote, live event, a back and forth with Roman Catholic apologist Jimmy Akin on the question of whether Jesus was actually born in Bethlehem. This was part of Paths in Biblical Studies, my online courses and events venue that is not directly connected with the blog; you can learn more about it on my website http://www.","1699","https://ehrmanblog.org/2025/12/"
"Letters by A Christian About to Be Martyred: Ignatius of Antioch in a Nutshell","https://ehrmanblog.org/letters-by-a-christian-about-to-be-martyred-introducing-ignatius-of-antioch/","December 3, 2025","BDEhrman","early-christian-writings","","jesus; new-testament; early-christianity; forgery-authorship; martyrdom; heaven-hell; roman-world; reader-questions","The letters of Ignatius of Antioch are among the most fascinating earliest Christian writings from outside the New Testament. I’ve long been fascinated by them and would like to introduce you to them in a series of three posts in this thread presenting the “Apostolic Fathers” in a nutshell.","919","https://ehrmanblog.org/2025/12/"
"Did Jesus Teach in Greek?","https://ehrmanblog.org/did-jesus-teach-in-greek-a-closer-look-at-the-evidence/","December 2, 2025","jennao","public-forum","","jesus; gospels; new-testament; roman-world; judaism; reader-questions; public-forum","I had a number of very interesting conversations with friends and colleagues at the annual Society of Biblical Literature meeting this last week. There were about 8000 or so biblical scholars, most of them professors in one kind of institution or another, from around the world.","1282","https://ehrmanblog.org/2025/12/"
"Why I Don’t Like Public Debates","https://ehrmanblog.org/why-i-dont-like-having-public-debates/","November 30, 2025","jennao","public-forum","","jesus; gospels; new-testament; hebrew-bible; early-christianity; forgery-authorship; resurrection; public-forum","Over the years I’ve done a lot of public debates, and deep down I suppose I think they can do some good. Maybe not on a large scale, but at least for a few individuals in the audience who are open both to thinking about an important issue and to realizing that the view they’ve always held and simply assumed to be true may not be.","1123","https://ehrmanblog.org/2025/11/"
"A Gold Nugget Often Overlooked: The Book of Zechariah","https://ehrmanblog.org/two-zecharias-one-jerusalem/","November 29, 2025","jennao","public-forum","","jesus; hebrew-bible; heaven-hell; blog-news; public-forum","Last week, for some reason I can’t remember (!) I decided to see what I had written about the book of Zechariah in my textbook, The Bible: A Historical and Literary Introduction (Oxford University Press).","1132","https://ehrmanblog.org/2025/11/"
"Errors That Are Not Mistakes in the Bible","https://ehrmanblog.org/errors-that-are-not-mistakes-in-the-bible/","November 27, 2025","BDEhrman","public-forum","","jesus; gospels; resurrection; reader-questions; public-forum","In a post a few days ago I pointed out that people often don’t clearly differentiate between the nuances of words that mean similar but not identical things, and that this leads to misunderstandings.","923","https://ehrmanblog.org/2025/11/"
"Some Good Questions On John and the Appearance of Jesus in the World","https://ehrmanblog.org/some-good-questions-on-john-and-the-appearance-of-jesus-in-the-world/","November 26, 2025","BDEhrman","readers-questions","","jesus; gospels; paul; new-testament; early-christianity; textual-criticism; canon; christology","Here are some of the intriguing questions I’ve received recently: a number on how Jesus came into the world and the theology of the Gospel of John.","1076","https://ehrmanblog.org/2025/11/"
"Lies, Contradictions, Mistakes, and the Meaning of Words.  What Do You Think?","https://ehrmanblog.org/lies-contradictions-mistakes-and-the-meaning-of-words-what-do-you-think/","November 25, 2025","BDEhrman","public-forum","","jesus; gospels; resurrection; public-forum","Lies, Contradictions, Mistakes, and the Meaning of Words. What Do You Think?","421","https://ehrmanblog.org/2025/11/"
"The Striking Prayers of the Didache","https://ehrmanblog.org/the-striking-prayers-of-the-didache/","November 23, 2025","BDEhrman","early-christian-writings","","jesus; gospels; paul; new-testament; textual-criticism; canon; suffering-evil; heaven-hell","Among the most fascinating elements of the Didache are the prayers it records, one (the Lord’s Prayer) which it presents in a form more familiar to people today than the forms found in the New Testament (!) , and others connected with the Eucharist – that is, the “Lord’s Supper” as celebrated in church.","1033","https://ehrmanblog.org/2025/11/"
"Help Feed Families in Need (With a Particularly Enticing Incentive!): Ehrman Blog Annual Appeal","https://ehrmanblog.org/help-feed-families-in-need-with-a-particularly-enticing-incentive-ehrman-blog-annual-appeal/","November 22, 2025","jennao","public-forum","","new-testament; heaven-hell; reader-questions; public-forum","At the end of each year, the blog highlights one of the charities we support through our ongoing charitable work. This year, we’re rallying behind the Food Bank of Central and Eastern North Carolina—a phenomenal organization that distributes food to those in need throughout my part of the state.","568","https://ehrmanblog.org/2025/11/"
"Intriguing Instructions for How To Run the Church:  More on the Didache","https://ehrmanblog.org/intriguing-instructions-for-how-to-run-the-church-more-on-the-didache/","November 20, 2025","BDEhrman","early-christian-writings","","jesus; gospels; new-testament; early-christianity; canon; heaven-hell; judaism; early-christian-writings","Intriguing Instructions for How To Run the Church: More on the Didache
November 20, 2025","1022","https://ehrmanblog.org/2025/11/"
"The Didache: An Important Early Christian Document in a Nutshell","https://ehrmanblog.org/the-didache-an-important-early-christian-document-in-a-nutshell/","November 19, 2025","BDEhrman","early-christian-writings","","jesus; gospels; new-testament; early-christianity; textual-criticism; suffering-evil; heaven-hell; roman-world","The Didache (pronounced DID-ah-kay) is one of the most interesting and important documents to have survived from the earliest years of Christianity, written before even some of the books of the New Testament, apparently, and invaluable for understanding the development of Christian ethical views, the ways the early church was organized (with wandering teachers and prophets going from own to town), and he earliest Christian rituals (baptism and eucharist).","1903","https://ehrmanblog.org/2025/11/"
"Are You Interested in a More Interactive Approach on the Blog? Reflections on the First Blog Stewards Seminar","https://ehrmanblog.org/a-different-kind-of-discussion-reflections-on-the-first-blog-stewards-seminar/","November 18, 2025","jennao","public-forum","","jesus; gospels; new-testament; hebrew-bible; textual-criticism; heaven-hell; judaism; reader-questions","I would like to describe for all of you the kind of webinar I did this past week for those blog members who have chosen to become Blog Stewards — so you can see what you too could be involved with if you choose.","873","https://ehrmanblog.org/2025/11/"
"How Do You Date a Book Such as Barnabas?","https://ehrmanblog.org/how-do-you-date-a-book-such-as-barnabas/","November 16, 2025","BDEhrman","early-christian-writings","","jesus; gospels; paul; roman-world; judaism; early-christian-writings","In my posts on Barnabas I indicated that it was probably written sometime in the 130s CE; I often get asked how scholars come up with dates like that?","811","https://ehrmanblog.org/2025/11/"
"Why Was the Letter of Barnabas Attributed to Barnabas (Part 2)","https://ehrmanblog.org/why-was-the-letter-of-barnabas-attributed-to-barnabas-part-2/","November 15, 2025","BDEhrman","early-christian-writings","","jesus; gospels; paul; new-testament; hebrew-bible; early-christianity; canon; judaism","In my last post in starting to explain why early Christians may have attributed the anonymous Letter to Barnabas to Barnabas, best known as a one of the closest companions of Paul. That post was a set up to this; in it I explained some of the key things we know about the mid-second century philosopher/theologian-eventually-branded-arch-heretic Marcion.","998","https://ehrmanblog.org/2025/11/"
"November 2025 Gold Q&A Announcement","https://ehrmanblog.org/nov-2025-gold-qa/","November 14, 2025","jennao","public-forum","gold; platinum","reader-questions; blog-news; public-forum","Our next Gold Q&A with Bart is coming up soon! Join us Sunday, November 30th at 5PM Eastern, just those of us stateside emerge from our annual ritual of gratitude and gluttony for another round of sharp questions and as always, Bart’s trademark wit.","251","https://ehrmanblog.org/2025/11/"
"Why Would Anyone Claim Barnabas Wrote “The Epistle of Barnabas”?","https://ehrmanblog.org/why-would-someone-claim-barnabas-wrote-the-epistle-of-barnabas/","November 13, 2025","BDEhrman","public-forum","","jesus; gospels; paul; new-testament; hebrew-bible; textual-criticism; forgery-authorship; canon","In my previous posts I indicated that the “Letter of Barnabas” was not actually written by Barnabas (named as an apostle in Acts 10-15). In fact, it could not have been, since it is almost certainly to be dated to the 130s CE (for reasons I could explain if anyone really wants to know….)","1042","https://ehrmanblog.org/2025/11/"
"The Epistle of Barnabas in a Nutshell (Part 2)","https://ehrmanblog.org/the-epistle-of-barnabas-in-a-nutshell-part-2/","November 12, 2025","BDEhrman","early-christian-writings","","jesus; paul; new-testament; hebrew-bible; early-christianity; textual-criticism; canon; heaven-hell","Here I continue my discussion from the previous post of the major themes and emphases of one of the best know of the Apostolic Fathers, The Epistle of Barnabas, which embodies strong attack on Jews for misunderstanding their own religion and misinterpreting their own Scriptures.","1077","https://ehrmanblog.org/2025/11/"
"The Epistle of Barnabas in a Nutshell (Part 1)","https://ehrmanblog.org/the-epistle-of-barnabas-in-a-nutshell/","November 11, 2025","BDEhrman","early-christian-writings","","jesus; paul; new-testament; hebrew-bible; early-christianity; textual-criticism; canon; suffering-evil","The Epistle of Barnabas, another one of the “Apostolic Fathers,” was a popular book in the early centuries of Christianity; one of our oldest manuscripts of the New Testament, Codex Sinaiticus (375 CE or so) includes it among the books of Scripture. But I think we can be glad, on the whole, it was not included in the end.","1019","https://ehrmanblog.org/2025/11/"
"Christ-killers; the date of Luke; and the literacy of Matthew: Questions and Responses","https://ehrmanblog.org/christ-killers-the-date-of-luke-and-the-literacy-of-matthew-questions-and-responses/","November 9, 2025","BDEhrman","readers-questions","","jesus; gospels; paul; new-testament; textual-criticism; forgery-authorship; resurrection; canon","Here are some of the really interesting questions I’ve received recently, and my responses.","1235","https://ehrmanblog.org/2025/11/"
"How the Heavenly Lights and the Resurrection of the Phoenix Reveal God’s Will","https://ehrmanblog.org/how-the-heavenly-lights-and-the-resurrection-of-the-phoenix-reveal-gods-will/","November 8, 2025","BDEhrman","early-christian-writings","","jesus; gospels; new-testament; early-christianity; resurrection; heaven-hell; reader-questions; early-christian-writings","I’ve indicated that the book of 1 Clement is rather long and seems a bit rambling in places to many of its readers, when its only real goal is to tell some usurpers in the church of Corinth to give the reins of power back to the duly appointed church leaders.","1057","https://ehrmanblog.org/2025/11/"
"June 2026 Cruise Details – Norway & Svalbard","https://ehrmanblog.org/june-2026-cruise-details-norway-svalbard/","November 7, 2025","BDEhrman","public-forum","","gospels; blog-news; public-forum","I earlier mentioned that in June I’m doing a cruise with Thalassa Journeys that will go up the coast of Norway to Svalbard (think: Polar Bears!) This is going to be a terrific adventure; gorgeous landscapes, picturesque villages; intriguing wildlife; and scintillating fellow-travelers all on a fantastic ship that I’ve been on and can certainly vouch for.","216","https://ehrmanblog.org/2025/11/"
"Was 1 Clement Written BEFORE Some of the New Testament?","https://ehrmanblog.org/was-1-clement-written-before-some-of-the-new-testament/","November 6, 2025","BDEhrman","early-christian-writings","","jesus; paul; new-testament; early-christianity; martyrdom; roman-world; church-history; blog-news","This will be my final post on the book of 1 Clement. Now that I’ve summarized what the book is about and said something about its author, I can turn to the question of when it was written.","734","https://ehrmanblog.org/2025/11/"
"Did “Pope” Clement Write 1 Clement?","https://ehrmanblog.org/did-pope-clement-write-1-clement/","November 5, 2025","BDEhrman","public-forum","","paul; new-testament; early-christianity; textual-criticism; forgery-authorship; martyrdom; roman-world; judaism","I continue here with my discussion of the book of 1 Clement, probably unknown to many people on the blog, but an important work written at about the time of some of some of the writings of the New Testament – or so I’ll be arguing in the post after this. First I need to say something about the author.","977","https://ehrmanblog.org/2025/11/"
"1 Clement in a Nutshell","https://ehrmanblog.org/1-clement-in-a-nutshell/","November 4, 2025","BDEhrman","early-christian-writings","","new-testament; hebrew-bible; early-christianity; apocrypha; forgery-authorship; resurrection; canon; heaven-hell","I begin this thread of posts on “The Apostolic Fathers in a Nutshell” (see yesterday’s post) with the book of 1 Clement, which was almost certainly the first of these non-canonical proto-orthodox texts to be written. I will devote several posts to 1 Clement itself: this one will provide a brief overview.","987","https://ehrmanblog.org/2025/11/"
"You’re Invited to Bart’s Final Lecture December 7th!","https://ehrmanblog.org/youre-invited-to-barts-final-lecture-december-7th/","November 3, 2025","jennao","public-forum","","new-testament; reader-questions; blog-news; public-forum","You’ve hopefully heard the big news by now. After more than three decades of teaching, Bart will soon step away from the classroom.","362","https://ehrmanblog.org/2025/11/"
"Was Jesus Poor? Platinum post by Douglas Wadeson, MD","https://ehrmanblog.org/was-jesus-poor-platinum-post-by-douglas-wadeson-md/","November 3, 2025","jennao","public-forum","platinum","jesus; gospels; suffering-evil; heaven-hell; judaism; blog-news; public-forum","Most people would answer this question quickly: Of course he was! It has become an integral part of the Jesus story: he was a poor mendicant preacher.","1462","https://ehrmanblog.org/2025/11/"
"A New Thread!  The Apostolic Fathers: In a Nutshell","https://ehrmanblog.org/a-new-thread-the-apostolic-fathers-in-a-nutshell/","November 2, 2025","BDEhrman","early-christian-writings","","jesus; gospels; paul; new-testament; hebrew-bible; early-christianity; textual-criticism; forgery-authorship","Now that I’ve completed the “New Testament in a Nutshell” series, with posts summarizing each of the twenty-seven books, explaining their major themes and emphases; when, why, and by whom they were written; giving suggestions for further reading; questions to reflect on; and summaries of the summaries – it is time to move on.","1446","https://ehrmanblog.org/2025/11/"
"For Further Reading:  Jude and Revelation","https://ehrmanblog.org/for-further-reading-jude-and-revelation/","November 1, 2025","BDEhrman","catholic-epistles; revelation-of-john","","jesus; paul; new-testament; early-christianity; textual-criticism; heaven-hell; roman-world; judaism","Now that I’ve devoted several posts to summarizing the themes, emphases, authors, and occasions of the both Jude and Revelation (the final books of the New Testament!) , I can provide some suggestions for further reading: important works written by scholars principally for non-scholars.","851","https://ehrmanblog.org/2025/11/"
"The Revelation of John at a Glance, with Questions for Reflection","https://ehrmanblog.org/the-revelation-of-john-at-a-glance-and-questions-for-reflection/","October 30, 2025","BDEhrman","revelation-of-john","","jesus; new-testament; forgery-authorship; suffering-evil; heaven-hell; judaism; reader-questions; revelation-of-john","Now that I have provided some posts on the book of Revelation “in a nutshell,” including discussions of who wrote it, when, and why — along with how it is commonly misinterpreted by readers (those who read it!) today — I can give a quick summary, of Revelation at a Glance, along with three questions to spur your own thinking further.","354","https://ehrmanblog.org/2025/10/"
"Blog Dinner in Chapel Hill!!  Come Celebrate My Retirement with Me!","https://ehrmanblog.org/blog-dinner-in-chapel-hill-come-celebrate-my-retirement-with-me/","October 29, 2025","BDEhrman","public-forum","","blog-news; public-forum","Blog Dinner in Chapel Hill!! Come Celebrate My Retirement with Me!","406","https://ehrmanblog.org/2025/10/"
"Three Common Misunderstandings of the Book of Revelation","https://ehrmanblog.org/three-common-misunderstandings-of-the-book-of-revelation/","October 28, 2025","BDEhrman","public-forum","","jesus; new-testament; early-christianity; textual-criticism; forgery-authorship; suffering-evil; heaven-hell; roman-world","This post is directed to several widely held views about the book of Revelation that I think are probably wrong: Did the author make it so highly symbolic because he didn’t want the authorities to realize what he was saying for fear of reprisal? Does the book claim that non-believers will be consciously tormented forever in the Lake of Fire?","964","https://ehrmanblog.org/2025/10/"
"Having Some Fun with 666!","https://ehrmanblog.org/having-some-fun-with-666/","October 26, 2025","BDEhrman","public-forum; revelation-of-john","","jesus; gospels; new-testament; early-christianity; forgery-authorship; suffering-evil; heaven-hell; roman-world","As to the book of Revelation. And one of its best known mysteries, the Number of the Beast (the antiChrist figure), 666!","1124","https://ehrmanblog.org/2025/10/"
"Questions on Jesus as God, the Belief in the Resurrection, Secretaries in Early Christianity, and the KJV!","https://ehrmanblog.org/questions-on-jesus-as-god-the-belief-in-the-resurrection-secretaries-in-early-xty-and-the-kjv/","October 25, 2025","BDEhrman","readers-questions","","jesus; gospels; paul; new-testament; early-christianity; textual-criticism; forgery-authorship; resurrection","Here are some of the scintillating questions I’ve received recently, on a range of topics, that I thought more readers would enjoy seeing, along with my responses.","1300","https://ehrmanblog.org/2025/10/"
"1 and 2 Peter and Jude “At a Glance,” and Questions for Reflection","https://ehrmanblog.org/1-and-2-peter-and-jude-at-a-glance-and-questions-for-reflection/","October 23, 2025","BDEhrman","public-forum","","jesus; paul; new-testament; early-christianity; apocrypha; forgery-authorship; martyrdom; suffering-evil","1 Peter claims to be written by Simon Peter, the close disciple of Jesus. Modern scholars have shown reasons to doubt this ascription.","559","https://ehrmanblog.org/2025/10/"
"Hebrews and James:  “At a Glance” and “Questions for Reflection”","https://ehrmanblog.org/hebrews-and-james-at-a-glance-and-questions-for-reflection/","October 23, 2025","BDEhrman","public-forum","","jesus; paul; new-testament; hebrew-bible; martyrdom; canon; heaven-hell; judaism","I continue here with my posts that give brief bullet-point summaries of each book of the New Testament “At a Glance” along with questions for reflection to help think through some of the major issues each book presents.","733","https://ehrmanblog.org/2025/10/"
"Lecturing on a Cruise up the Coast of Norway to Svalbard.  Wanna Go With Me?","https://ehrmanblog.org/lecturing-on-a-cruise-up-the-coast-of-norway-to-svebald-wanna-go-with-me/","October 22, 2025","BDEhrman","public-forum","","gospels; heaven-hell; public-forum","Lecturing on a Cruise up the Coast of Norway to Svalbard. Wanna Go With Me?","555","https://ehrmanblog.org/2025/10/"
"Understanding the Book of Revelation as an Apocalypse","https://ehrmanblog.org/understanding-the-book-of-revelation-as-an-apocalypse/","October 21, 2025","BDEhrman","revelation-of-john","","jesus; new-testament; hebrew-bible; textual-criticism; martyrdom; suffering-evil; heaven-hell; judaism","In my previous post I tried to explain that the Apocalypse of John, as bizarre and weird and unfathomable as it may seem to most modern readers, would not have seemed that way at all to ancient readers who were accustomed to the ways “apocalypses” (Jewish and Christian) actually worked. These readers may have had trouble getting their minds around science fiction novels or limerick poems, but apocalypses were something they knew.","963","https://ehrmanblog.org/2025/10/"
"Personal Annoucement: My Retirement from the University","https://ehrmanblog.org/personal-annoucement-my-retirement-from-the-university/","October 20, 2025","BDEhrman","public-forum","","public-forum","Teaching has long been a passion of mine, even before I took my first university position at Rutgers in 1984, gulp, forty-one years ago. After four years there I moved to Chapel Hill and have taught in the Religious Studies Department here since 1988.","666","https://ehrmanblog.org/2025/10/"
"Revelation is an Apocalypse.  What Is An Apocalypse?","https://ehrmanblog.org/revelation-is-an-apocalypse-what-is-an-apocalypse/","October 19, 2025","BDEhrman","revelation-of-john","","jesus; paul; new-testament; hebrew-bible; textual-criticism; forgery-authorship; miracles; canon","To most modern readers, the Apocalypse of John seems mystical and bizarre, quite unlike anything else that they have read or, well, want to read. In part, this explains some (other) peoples’ fascination with the book—it is so strange, so unearthly, that its descriptions cannot simply have been dreamt up.","2003","https://ehrmanblog.org/2025/10/"
"The Book of Revelation: When and Why?","https://ehrmanblog.org/the-book-of-revelation-when-and-why/","October 18, 2025","BDEhrman","revelation-of-john","","jesus; new-testament; forgery-authorship; martyrdom; suffering-evil; heaven-hell; roman-world; reader-questions","In my previous posts I have given a sketch of what the book of Revelation (AKA the Apocalypse of John) is all about, and discussed who actually wrote it (some fellow named John, but not John the son of Zebedee).","1069","https://ehrmanblog.org/2025/10/"
"Q4 2025 Platinum Webinar Announcement","https://ehrmanblog.org/q4-2025-platinum-webinar-announcement/","October 17, 2025","jennao","public-forum","platinum","jesus; early-christianity; reader-questions; blog-news; public-forum","Join Bart for a live discussion on one of the most intriguing questions in early Christianity: how believers understood the promised return of Christ…and what it meant when that return seemed slow to arrive.","122","https://ehrmanblog.org/2025/10/"
"The Book of Revelation:  Who Wrote It?","https://ehrmanblog.org/the-book-of-revelation-who-wrote-it/","October 16, 2025","BDEhrman","revelation-of-john","","jesus; gospels; new-testament; early-christianity; forgery-authorship; canon; suffering-evil; heaven-hell","Now that I have summarized the book of Revelation – it’s not that difficult to follow the basic structure of the narrative — we get to the thorny questions of who wrote it, when, and why. In this post we deal with the WHO.","1441","https://ehrmanblog.org/2025/10/"
"Why Most People Who Read Revelation Are Wrong About It","https://ehrmanblog.org/why-most-people-who-read-revelation-are-wrong-about-it/","October 15, 2025","BDEhrman","revelation-of-john","","jesus; new-testament; textual-criticism; suffering-evil; heaven-hell; reader-questions; blog-news; revelation-of-john","I’m going to spend a few posts explaining what the book of “Revelation” is actually “revealing,” but first I want to explain what it is NOT revealing. It is not revealing what is to happen soon, in our own day, as fundamentalist readers (just about the only ones who read the book in any detail) have repeatedly claimed (insisted!)","1604","https://ehrmanblog.org/2025/10/"
"The Book of Revelation in a Nutshell","https://ehrmanblog.org/the-book-of-revelation-in-a-nutshell/","October 13, 2025","BDEhrman","revelation-of-john","","jesus; new-testament; textual-criticism; resurrection; martyrdom; canon; suffering-evil; heaven-hell","We are fast approaching the end of this series on “The New Testament in a Nutshell,” in which I explain in summary fashion each book of the Christian (“new”) Scriptures. As is natural, we end with the final book of the New Testament which, as is also natural, is a detailed account of how the world as we know it will end, the book of Revelation.","1265","https://ehrmanblog.org/2025/10/"
"Four More Intriguing Topics on the Historical Jesus","https://ehrmanblog.org/four-more-intriguing-topics-on-the-historical-jesus/","October 12, 2025","BDEhrman","historical-jesus; public-forum","","jesus; gospels; paul; new-testament; hebrew-bible; early-christianity; martyrdom; canon","The previous post provided a summary of the first four lectures given by internationally known historical Jesus scholars at our New Insights Into the New Testament conference at the end of September (the summary was produced by Marko Marina, in advance of the lectures).","1177","https://ehrmanblog.org/2025/10/"
"Four Intriguing Topics in the Study of the Historical Jesus","https://ehrmanblog.org/four-intriguing-topics-in-the-study-of-the-historical-jesus/","October 11, 2025","BDEhrman","public-forum","","jesus; gospels; paul; new-testament; early-christianity; textual-criticism; resurrection; miracles","The previous two posts explained why scholars have such difficulty using the Gospels as historical sources, as explained by early Christianity scholar Marko Marina (see more about him here: https://tragoviproslosti. eu/about-me/).","1434","https://ehrmanblog.org/2025/10/"
"Problems with the Gospels: A Primer for the Study of the Historical Jesus (Part 2)","https://ehrmanblog.org/problems-with-the-gospels-a-primer-for-the-study-of-the-historical-jesus-part-2/","October 9, 2025","BDEhrman","canonical-gospels; historical-jesus; history-of-biblical-scholarship","","jesus; gospels; new-testament; early-christianity; textual-criticism; forgery-authorship; canon; judaism","This now is the second part of the Primer on the Historical Jesus prepared by Marko Marina, which deals head on with the hardest question of all: how do scholars deal with the Gospels of the New Testament “critically” (not “criticizing” them but providing an honest assessment of their historical value)","1767","https://ehrmanblog.org/2025/10/"
"A Primer for the Study of the Historical Jesus:  Our Non-Gospel Sources","https://ehrmanblog.org/47727-2/","October 8, 2025","BDEhrman","historical-jesus; public-forum","","jesus; gospels; paul; new-testament; early-christianity; apocrypha; textual-criticism; resurrection","A Primer for the Study of the Historical Jesus: Our Non-Gospel Sources
October 8, 2025","1335","https://ehrmanblog.org/2025/10/"
"Jude, The Denigration of Angels, and the Followers of Paul","https://ehrmanblog.org/jude-the-denigration-of-angels-and-the-followers-of-paul/","October 7, 2025","BDEhrman","catholic-epistles; paul-and-his-letters","","jesus; paul; new-testament; hebrew-bible; apocrypha; forgery-authorship; canon; suffering-evil","In my previous post I tried to show that the pseudonymous author of the book of Jude appears to be attacking an understanding of the Christian faith endorsed by members of Paul’s churches sometime after his death – that is, he is not attacking Paul head-on, but the views that had developed after Paul’s day to an extreme he would have himself strongly objected to. I summed up this view with this paragraph.","948","https://ehrmanblog.org/2025/10/"
"Seventy Years on This Planet and One Fundraiser: You’re Invited","https://ehrmanblog.org/seventy-candles/","October 5, 2025","BDEhrman","public-forum","","blog-news; public-forum","Today I’m celebrating one of those birthdays that ends in a zero. Yes, October 5th marks my 70th spin around the sun.","593","https://ehrmanblog.org/2025/10/"
"Does Jude Attack Pauline Christians?","https://ehrmanblog.org/does-jude-attack-pauline-christians/","October 4, 2025","BDEhrman","catholic-epistles; forgery-in-antiquity; paul-and-his-letters","","jesus; paul; new-testament; early-christianity; forgery-authorship; canon; suffering-evil; heaven-hell","In my previous two posts I’ve tried to show why the short letter of Jude appears to be forged in the name of Jesus’s own brother Jude. That naturally leads to the question of why someone would do that – not just in general (why write a forgery!)","1258","https://ehrmanblog.org/2025/10/"
"October 2025 Gold Q&A Announcement","https://ehrmanblog.org/october-2025-gold-qa-announcement/","October 3, 2025","jennao","public-forum","gold; platinum","reader-questions; blog-news; public-forum","You know the drill. Submit your burning questions for Bart to ehrmanblog@gmail.","135","https://ehrmanblog.org/2025/10/"
"Unpacking 1 Enoch, the Apocryphal Writing Quoted by Jude","https://ehrmanblog.org/unpacking-1-enoch-the-apocryphal-writing-quoted-by-jude/","October 1, 2025","BDEhrman","afterlife; early-judaism","","jesus; new-testament; hebrew-bible; apocrypha; textual-criticism; canon; suffering-evil; heaven-hell","In my previous post I began to describe the Jewish apocryphal book 1 Enoch, the only apocryphon clearly quoted in the New Testament, and apparently quoted as an authoritative Scripture (Jude 14-15). Here I pick up where I left off, describing what the opening section of the book, the “Book of the Watchers” is all about.","1223","https://ehrmanblog.org/2025/10/"
