"title","url","date","author","categories","originalTags","candidateTags","summary","wordCount","sourceArchive"
"Converting the World:  Why Has Christianity Always Been “Missionary”?","https://ehrmanblog.org/converting-the-world-why-has-christianity-always-been-missionary/","May 9, 2026","BDEhrman","spread-christianity","","jesus; paul; heaven-hell; roman-world; judaism; church-history; blog-news; spread-christianity","I just now got off the phone with a reporter for the London newspaper the Independent who is writing an article on new developments in our understanding of why Christianity spread so widely in the Roman world. (The Independent is one of the few newspapers anymore that has some articles of substance in addition to the exciting and/or depressing news of the day, given with a decided slant.)","1412","https://ehrmanblog.org/2026/05/"
"Blog Dinner in Waynesville NC, May 19.  Wanna Come?","https://ehrmanblog.org/blog-dinner-in-waynesville-nc-may-19-wanna-come/","May 8, 2026","BDEhrman","public-forum","","blog-news; public-forum","I’ll be in Waynesville NC next week and would love to have a blog dinner with anyone who can make it, on the evening of Tuesday May 19. Interested?","134","https://ehrmanblog.org/2026/05/"
"Jesus and Capitalism:  My Next Book (A Big Change)","https://ehrmanblog.org/jesus-and-capitalism-my-next-book-a-big-change/","May 7, 2026","BDEhrman","public-forum","","jesus; gospels; new-testament; textual-criticism; miracles; canon; suffering-evil; roman-world","For over a year now I’ve been thinking and saying my next book would be on the formation of the New Testament canon — how we got these 27 books and not others. I definitely am going to write that book, but something else has come up that is going to occupy my time, brain, and research first.","2187","https://ehrmanblog.org/2026/05/"
"Want To Be Involved in More In-Depth Discussion of Key Issues?  A Blog Opportunity","https://ehrmanblog.org/want-to-be-involved-in-more-in-depth-discussion-of-key-issues-a-blog-opportunity/","May 6, 2026","BDEhrman","public-forum","","jesus; gospels; paul; new-testament; early-christianity; forgery-authorship; resurrection; heaven-hell","Want To Be Involved in More In-Depth Discussion of Key Issues?","1051","https://ehrmanblog.org/2026/05/"
"A Common But Lousy Argument That We KNOW What the NT Originally Said: Anniversary Post #14","https://ehrmanblog.org/a-common-but-lousy-argument-that-we-know-what-the-nt-originally-said-anniversary-post-14/","May 5, 2026","BDEhrman","new-testament-manuscripts; public-forum","","gospels; paul; new-testament; early-christianity; textual-criticism; forgery-authorship; roman-world; judaism","Scholars sometimes make an argument that they themselves surely (surely!) know isn’t very good, but that certainly sounds convincing to audiences that don’t know the full picture and so have little way of evaluating it.","1136","https://ehrmanblog.org/2026/05/"
"Sailing Cruise to Caribbean Islands in January.  Want to Come with Me?","https://ehrmanblog.org/sailing-cruise-to-caribbean-islands-in-january-want-to-come-with-me/","May 3, 2026","BDEhrman","public-forum","","gospels; new-testament; early-christianity; textual-criticism; public-forum","Sailing Cruise to Caribbean Islands in January. Want to Come with Me?","243","https://ehrmanblog.org/2026/05/"
"The Morality of War","https://ehrmanblog.org/the-morality-of-war/","May 2, 2026","BDEhrman","greco-roman-religions-and-culture","","paul; early-christianity; canon; heaven-hell; roman-world; judaism; reader-questions; greco-roman-religions-and-culture","I announced on Friday that we have cancelled (or at least postponed) the Nile-cruise trip I was planning to make with Thalassa Journeys, because of the ongoing situation in the Middle East. Here I’ll say a word indirectly about the conflict.","841","https://ehrmanblog.org/2026/05/"
"May 2026 Gold Q&A Announcement: We’re Trying Something New!","https://ehrmanblog.org/may-2026-gold-qa-announcement-were-trying-something-new/","May 1, 2026","jennao","public-forum","gold; platinum","gospels; reader-questions; blog-news; public-forum","We’re trying something a little new with our monthly Gold Q&A, which is set to take place on Wednesday May 13th at 7pm Eastern. (Find full details on how to join below.)","270","https://ehrmanblog.org/2026/05/"
"Nile Cruise: Cancellation","https://ehrmanblog.org/nile-cruise-cancellation/","May 1, 2026","BDEhrman","public-forum","","public-forum","In mid-March I announced on the blog that I would be doing a cruise on the Nile (and seeing other interesting parts of Egypt) later in the year. I am sorry to say that because of the situation in the Middle East, we have decided to cancel the trip.","122","https://ehrmanblog.org/2026/05/"
"Was Jesus the Incarnation of an Angel?  Anniversary Post #13","https://ehrmanblog.org/did-paul-think-of-jesus-as-the-incarnation-of-an-angel-anniverary-post-13/","April 30, 2026","BDEhrman","early-christian-doctrine; paul-and-his-letters","","jesus; paul; new-testament; hebrew-bible; textual-criticism; miracles; christology; heaven-hell","A lot of people had trouble agreeing with the view I set out in this post from April 2025; most reading it now probably will still. But I stick by it!","838","https://ehrmanblog.org/2026/04/"
"An Amazing Fragment of a Lost Gospel: Anniversary Post #12","https://ehrmanblog.org/an-amazing-fragment-of-a-lost-gospel-anniversary-post-12/","April 29, 2026","BDEhrman","early-christian-writings","","jesus; gospels; new-testament; early-christianity; apocrypha; textual-criticism; resurrection; martyrdom","Did Jesus tell Peter that his “sheep” (followers) did not need to worry about being torn to shreds by the wolves (persecutors), since, well, when they were, they’d be dead anyway?","1135","https://ehrmanblog.org/2026/04/"
"Active Pastors Who Have Lost Their Faith: Anniversary Post #11","https://ehrmanblog.org/active-pastors-who-have-lost-their-faith/","April 28, 2026","BDEhrman","public-forum","","new-testament; hebrew-bible; early-christianity; miracles; suffering-evil; roman-world; blog-news; public-forum","Here’s a post that covers a topic many of you may have wondered about, others of you have asked me about, and yet others of you may never have much thought about! Pastors in the pulpit who are no longer believers.","1674","https://ehrmanblog.org/2026/04/"
"The Seven Sleepers of Ephesus: Platinum Post by Douglas Wadeson, MD","https://ehrmanblog.org/the-seven-sleepers-of-ephesus-platinum-post-by-douglas-wadeson-md/","April 27, 2026","jennao","public-forum","platinum","jesus; gospels; paul; new-testament; early-christianity; apocrypha; forgery-authorship; resurrection","Now here’s a post on an intruiging topic involving an amusing tale that roughly no one has heard of. But Platinum Member Doug Wadeson has looked into it: here we can all learn something of interest….","1583","https://ehrmanblog.org/2026/04/"
"A Letter Written by Jesus!?  Anniversary Post #10","https://ehrmanblog.org/a-letter-written-by-jesus-anniversary-post-10/","April 26, 2026","BDEhrman","forgery-in-antiquity; historical-jesus","","jesus; gospels; early-christianity; apocrypha; textual-criticism; forgery-authorship; miracles; heaven-hell","I sometimes get asked if Jesus ever wrote anything. Well, it depends whom you ask.","1184","https://ehrmanblog.org/2026/04/"
"Anniversary Post #9:  Misquoting Misquoting Jesus","https://ehrmanblog.org/anniversary-post-9-misquoting-misquoting-jesus-2/","April 25, 2026","BDEhrman","new-testament-manuscripts","","jesus; gospels; new-testament; textual-criticism; forgery-authorship; reader-questions; new-testament-manuscripts","Nothing is more frustrating than writing a book and having people — friends and foes — misread and misunderstand it and think it’s about something it’s not. (OK, I think I just lied.","1574","https://ehrmanblog.org/2026/04/"
"May 2026 Platinum Webinar Announcement","https://ehrmanblog.org/may-2026-platinum-webinar-announcement/","April 24, 2026","jennao","public-forum","platinum","gospels; apocrypha; reader-questions; blog-news; public-forum","One of the benefits of being a Platinum member of the blog is an invitation to attend Bart’s quarterly lectures. These lectures offer an opportunity to go deeper into topics that don’t always make their way into regular posts and to pick Bart’s brain on the topic during the Q&A.","133","https://ehrmanblog.org/2026/04/"
"Different Words, VERY Different Theologies, and Understanding Which Words They Were. Readers’ Questions","https://ehrmanblog.org/different-words-very-different-theologies-and-understanding-which-words-they-were-readers-questions/","April 23, 2026","BDEhrman","public-forum; readers-questions","","jesus; gospels; paul; new-testament; hebrew-bible; textual-criticism; forgery-authorship; resurrection","Here are several recent questions I have received that are oddly (and by serendipity) closely related to each other and connected with knowing the New Testament writings said and meant.","1377","https://ehrmanblog.org/2026/04/"
"Bad Bible Jokes.  (And do you have any?)","https://ehrmanblog.org/bad-bible-jokes-and-do-you-have-any/","April 22, 2026","BDEhrman","public-forum","","hebrew-bible; public-forum","I’m visiting my daughter and her family up in New Hampshire just now, and the 16 year-old is reading A Children’s Bible, a novel by Pulitzer Prize finalist Lydia Millet, for her English class. But it’s filled with biblical allusions from the book of Genesis and elsewhere, so over dinner last night I decided it was time to tell some Bible jokes.","216","https://ehrmanblog.org/2026/04/"
"Anniversary Post #8:  When Is a Contradiction Not a Contradiction?","https://ehrmanblog.org/anniversary-post-9-when-is-a-contradiction-not-a-contradiction/","April 21, 2026","BDEhrman","canonical-gospels","","jesus; gospels; paul; new-testament; canon; judaism; canonical-gospels","Anniversary Post #8: When Is a Contradiction Not a Contradiction?","1461","https://ehrmanblog.org/2026/04/"
"Does God Care What We Wear? A Platinum Post by Douglas Wadeson, MD","https://ehrmanblog.org/does-god-care-what-we-wear-a-platinum-post-by-douglas-wadeson-md/","April 20, 2026","jennao","public-forum","platinum","jesus; gospels; paul; textual-criticism; canon; suffering-evil; roman-world; judaism","I’m pleased to provide this guest-post by Doug Wadeson to all you fellow Platinum members (only), on a topic of perennial interest to anyone who prefers to wear clothes.","2045","https://ehrmanblog.org/2026/04/"
"Celebrating our 14th Anniversary!  Check Out the Unusual Q&A!","https://ehrmanblog.org/our-anniversary-celebration-for-14-years-of-the-blog-check-out-the-unusual-qa/","April 19, 2026","BDEhrman","public-forum","","gospels; reader-questions; public-forum","As you may know, this month we are celebrating fourteen years of the blog’s existence. The actual anniversary took place back on April 3rd, and to mark the occasion, we did something a little different.","131","https://ehrmanblog.org/2026/04/"
"Anniversary Post #7:  Doing a Graduate Degree in Early Christian Studies","https://ehrmanblog.org/anniversary-post-7-doing-a-graduate-degree-in-early-christian-studies/","April 18, 2026","BDEhrman","teaching-christianity","","new-testament; hebrew-bible; early-christianity; apocrypha; textual-criticism; martyrdom; canon; roman-world","Anniversary Post #7: Doing a Graduate Degree in Early Christian Studies
April 18, 2026","1211","https://ehrmanblog.org/2026/04/"
"Anniversary Post #6  Is Mark’s Seemingly Simple Gospel Unsophisticated?","https://ehrmanblog.org/is-marks-seemingly-simple-gospel-unsophisticated-anniversary-post-6/","April 16, 2026","BDEhrman","canonical-gospels","","jesus; gospels; new-testament; resurrection; canon; suffering-evil; heaven-hell; roman-world","Anniversary Post #6 Is Mark’s Seemingly Simple Gospel Unsophisticated?","1075","https://ehrmanblog.org/2026/04/"
"Anniversary Post #5: Why I Was Reluctant to Write The Triumph of Christianity","https://ehrmanblog.org/anniversary-post-5-why-i-was-reluctant-to-write-the-triumph-of-christianity/","April 15, 2026","BDEhrman","book-discussions; spread-christianity","","jesus; paul; new-testament; early-christianity; forgery-authorship; martyrdom; heaven-hell; roman-world","My book The Triumph of Christianity was (by far?) the most difficult book I’ve written for a general audience (difficult to write, not to read).","1291","https://ehrmanblog.org/2026/04/"
"Anniversary Post #4: Why Gospels Matter Even Where They Are Not Historical","https://ehrmanblog.org/anniversary-post-4-why-gospels-matter-even-where-they-are-not-historical/","April 14, 2026","BDEhrman","canonical-gospels; historical-jesus","","jesus; gospels; new-testament; early-christianity; textual-criticism; forgery-authorship; resurrection; canon","Here is my anniversary post from April 2015; in it I expostulate on the importance of the Gospels even if they are not historically accurate, and challenge the idea that history is all that matters. (It’s longer than my typical post.)","2166","https://ehrmanblog.org/2026/04/"
"Anniversary Post #3:  My Response to an Ill-Tempered Richard Carrier","https://ehrmanblog.org/anniversary-post-3-my-response-to-an-ill-tempered-richard-carrier/","April 12, 2026","BDEhrman","barts-critics; historical-jesus","","jesus; gospels; forgery-authorship; roman-world; judaism; barts-critics; historical-jesus","Anniversary Post #3: My Response to an Ill-Tempered Richard Carrier
April 12, 2026","1120","https://ehrmanblog.org/2026/04/"
"Anniversary Post #2: Why Were the Gospels Written Anonymously?","https://ehrmanblog.org/anniversary-post-2-why-were-the-gospels-written-anonymously/","April 11, 2026","BDEhrman","canonical-gospels","","jesus; gospels; paul; new-testament; hebrew-bible; resurrection; canon; heaven-hell","Here is the second of my “Anniversary Posts” given in celebration of the fourteenth year of the blog. Unlike the snarky first in the series, this one is meant to be strictly informative, on an issue that I regularly get asked about by people who come to realize that the Gospels were not originally circulated in the names we now know them by.","958","https://ehrmanblog.org/2026/04/"
"Anniversary Post #1:  Defending Misquoting Jesus","https://ehrmanblog.org/anniversary-post-1-defending-misquoting-jesus/","April 9, 2026","BDEhrman","barts-critics; new-testament-manuscripts","","jesus; gospels; paul; new-testament; hebrew-bible; textual-criticism; forgery-authorship; resurrection","Here I begin my 14-post “anniversary” series with the very first post that appeared on the blog (April 3, 2014). Recall: this thread will consist of 14 posts from each of the 14 years of the blogs life, one per year, 13 of them from … April of that year.","1761","https://ehrmanblog.org/2026/04/"
"Celebrating The Blog’s 14th Anniversary!  Do You Have a Favorite Post?","https://ehrmanblog.org/celebrating-the-blogs-14th-anniversary-do-you-have-a-favorite-post/","April 8, 2026","BDEhrman","public-forum","","reader-questions; blog-news; public-forum","Celebrating The Blog’s 14th Anniversary! Do You Have a Favorite Post?","429","https://ehrmanblog.org/2026/04/"
"The Distinctively Jewish Roots of Jesus’ Ethics","https://ehrmanblog.org/the-distinctively-jewish-roots-of-jesus-ethics/","April 7, 2026","BDEhrman","historical-jesus","","jesus; gospels; new-testament; hebrew-bible; early-christianity; apocrypha; forgery-authorship; canon","One of the points I try to emphasize in my book Love They Stranger: How the Teachings of Jesus Transformed the Moral Conscience of the West is that Jesus’ teachings were not made out of whole cloth but are deeply rooted in the Hebrew Bible and teachings of other Jewish teachers of his day. Here is one place in my book where I try to stress the point.","1421","https://ehrmanblog.org/2026/04/"
"Understanding the Gospels, Jesus, and the Spread of Christianity: Great Readers’ Questions","https://ehrmanblog.org/understanding-the-gospels-jesus-and-the-spread-of-christianity-great-readers-questions/","April 5, 2026","BDEhrman","canonical-gospels; historical-jesus; readers-questions","","jesus; gospels; new-testament; early-christianity; apocrypha; textual-criticism; miracles; canon","Weren’t Jews trying to make converts? Did Christians really do it mainly by telling stories about Jesus through word of mouth?","1174","https://ehrmanblog.org/2026/04/"
"Rethinking Faith Podcast Interview About Love Thy Stranger","https://ehrmanblog.org/rethinking-faith-podcast-interview-about-love-thy-stranger/","April 4, 2026","jennao","public-forum","","jesus; reader-questions; public-forum","I have been doing a lot of podcast interviews for the release of my book, Love Thy Stranger: How the Teachings of Jesus Transformed the Moral Conscience of the West. Most of these podcasts have been terrific fun, with good and engaging questions.","71","https://ehrmanblog.org/2026/04/"
"Early Christian Reactions to “Heresies” in a Nutshell","https://ehrmanblog.org/early-christian-reactions-to-heresies-in-a-nutshell/","April 2, 2026","BDEhrman","history-of-christianity-100-300ce; public-forum","","jesus; gospels; paul; new-testament; early-christianity; forgery-authorship; martyrdom; canon","In recent posts I gave brief overviews of issues from the earliest centuries of Christianity that would take (and have taken) entire books to cover in adequate length — Christian relations with Jews and their relationship to hostile outsiders (persecutions). In this post I deal with the third key antagonistic social situation that arose early on in the faith, the relationship of “orthodox” Christians with “heretics.","1615","https://ehrmanblog.org/2026/04/"
"The First Attempts to Wipe Out Christianity","https://ehrmanblog.org/the-first-attempts-to-wipe-out-christianity/","April 1, 2026","BDEhrman","history-of-christianity-100-300ce","","jesus; new-testament; martyrdom; canon; suffering-evil; roman-world; church-history; blog-news","Persecutions of Christians did not become “empire-wide” or generally threatening until the middle of the third century, over 200 years after Jesus’ death. It is a mistake to think all Christians had to go in hiding in the early years/decades/centuries of the church because they were seen by the Roman state as an impending threat.","1279","https://ehrmanblog.org/2026/04/"
"When Emperors Became More Involved in Christian Persecutions","https://ehrmanblog.org/when-emperors-became-more-involved-in-christian-persecutions/","March 31, 2026","BDEhrman","history-of-christianity-100-300ce; public-forum","","jesus; textual-criticism; martyrdom; heaven-hell; roman-world; church-history; history-of-christianity-100-300ce; public-forum","In my previous post I described the Christian persecutions in its early decades, including those under Nero in Rome in 64 CE and Papias in Bythinia in 112 CE. It would be useful to continue the tale, to see just what the known persecutions were about.","1248","https://ehrmanblog.org/2026/03/"
"You’re Invited: The Blog Turns 14","https://ehrmanblog.org/youre-invited-the-blog-turns-14/","March 30, 2026","BDEhrman","public-forum","","jesus; paul; early-christianity; reader-questions; public-forum","I started this blog back in April 2012, and here we still are: fourteen years, thousands of posts later, a few million comments (some of them even on topic!) , and over $3 million donated to charity later.","318","https://ehrmanblog.org/2026/03/"
"Early Persecutions of Christians, in a Nutshell","https://ehrmanblog.org/early-persecutions-of-christians-in-a-nutshell/","March 29, 2026","BDEhrman","history-of-christianity-100-300ce; public-forum","","jesus; paul; new-testament; early-christianity; textual-criticism; forgery-authorship; martyrdom; heaven-hell","Why were early Christians persecuted? How extensively?","1493","https://ehrmanblog.org/2026/03/"
"The Rise of Christian Anti-Judaism, in a Nutshell","https://ehrmanblog.org/the-rise-of-christian-anti-judaism-in-antiquity-in-a-nutshell/","March 28, 2026","BDEhrman","jews-and-christians-in-antiquity","","jesus; paul; hebrew-bible; early-christianity; resurrection; martyrdom; canon; heaven-hell","In addition to the question I dealt with in the previous post of how Christians understood their new religion in relationship to Judaism in antiquity, there is another matter of importance for understanding ancient Jewish-Christian relations: what did Christians, broadly speaking, think about their relationship to actual Jews who did not believe? This is a completely different issue and raises the question of how it is that Christianity eventually became an anti-Jewish religion.","1183","https://ehrmanblog.org/2026/03/"
"April 2026 Gold Q&A: Get Your Questions In!","https://ehrmanblog.org/april-2026-gold-qa-get-your-questions-in/","March 27, 2026","jennao","public-forum","gold; platinum","reader-questions; blog-news; public-forum","Gold and Platinum members, we’re nearing the end of March, which means it’s time to schedule April’s Gold Q&A.","177","https://ehrmanblog.org/2026/03/"
"Early Christian Views of Judaism, In a Nutshell","https://ehrmanblog.org/early-christian-views-of-judaism-in-a-nutshell/","March 26, 2026","BDEhrman","jews-and-christians-in-antiquity","","jesus; gospels; paul; new-testament; hebrew-bible; early-christianity; canon; heaven-hell","It is not easy to understand the relationship between Jews and Christians in antiquity; Christianity starts out as a Jewish sect; there is conflict between most Jews and those few who claim Jesus is the messiah; soon more gentiles convert than Jews and many of them are not connected with Judaism or appreciate Judaism; there end up being additional conflicts; and different Christians have different views of Jews and Judaism, at times leading to hateful acts. Etc.","918","https://ehrmanblog.org/2026/03/"
"Readers’ Questions on the Accuracy of the Gospels","https://ehrmanblog.org/readers-questions-on-the-accuracy-of-the-gospels/","March 25, 2026","BDEhrman","readers-questions","","jesus; gospels; new-testament; early-christianity; apocrypha; miracles; canon; reader-questions","Among the questions I have received from readers recently have been a couple that deal with a crucial issue connected with both the canonical and apocryphal Gospels. How much of these accounts was simply “made up” – so they are interesting legends, perhaps, but not historical?","1161","https://ehrmanblog.org/2026/03/"
"The Good Done By Christianity to Our World","https://ehrmanblog.org/the-good-done-by-christianity-to-our-world/","March 24, 2026","BDEhrman","public-forum","","jesus; early-christianity; martyrdom; suffering-evil; roman-world; judaism; reader-questions; blog-news","In the previous post I began to sum up the significance of my study of Jesus’s influence on our modern sense of morality; I ended by talking about how Christianity is often attacked for all the harm it has done, for example in pogroms against Jews leading to the Holocaust, the Crusades and the ongoing hatred of Muslims, the Inquisition – torturing people to death for believing the wrong things. In addition to these major historical events, one also has to consider how it is that many Christians ","1173","https://ehrmanblog.org/2026/03/"
"The Dark Side of Christianity: How I (Partially) End My New Book","https://ehrmanblog.org/how-i-end-my-new-book-love-the-stranger/","March 22, 2026","BDEhrman","public-forum","","jesus; new-testament; suffering-evil; roman-world; church-history; blog-news; public-forum","In my previous post I gave a taste of my new book Love They Stranger: How the Teachings of Jesus Transformed the Moral Conscience of the West, by giving its Introduction. I now give its Conclusion, which tries to explain why it matters, or should matter, in my view, for understanding the significance of Christianity to our world together, for both those of us who are Christians and those of us who are not.","1262","https://ehrmanblog.org/2026/03/"
"Advance Preview–How I Begin My New Book: Love Thy Stranger","https://ehrmanblog.org/advance-preview-how-i-begin-my-new-book-love-thy-stranger/","March 21, 2026","BDEhrman","public-forum","","jesus; new-testament; hebrew-bible; early-christianity; canon; suffering-evil; heaven-hell; roman-world","My book, Love Thy Stranger: How the Teachings of Jesus Transformed the Moral Conscience of the West, is coming out this week (March 24) with Simon & Schuster. You can get it most anywhere you get your books.","1719","https://ehrmanblog.org/2026/03/"
"The Letter to Diognetus: An Unknown Gem among the Apostolic Fathers (in a Nutshell)","https://ehrmanblog.org/the-letter-to-diognetus-an-unknown-gem-among-the-apostolic-fathers-in-a-nutshell/","March 19, 2026","BDEhrman","public-forum","","jesus; gospels; paul; new-testament; hebrew-bible; early-christianity; textual-criticism; forgery-authorship","Next in this nutshell series on the Apostolic Fathers is one of the least known and studied/discussed, even among scholars, even though it is interesting and significant. Among other things, it is the only “apologetic” work of the Apostolic Fathers outside of that one fragment of Quadratus (I blogged about earlier, if you want to look it up, and therefore one of the earliest Christian apologies known to exist–there are not any in the New Testament).","1760","https://ehrmanblog.org/2026/03/"
"Why in Particular I’d Love to Get my Grubby Paws on Paul’s Lost Letters","https://ehrmanblog.org/why-in-particular-id-love-to-get-my-grubby-paws-on-pauls-lost-letters/","March 18, 2026","BDEhrman","paul-and-his-letters","","jesus; paul; early-christianity; forgery-authorship; roman-world; reader-questions; blog-news; paul-and-his-letters","In the previous post I began to answer the question of which lost books of early Christianity I would most like to have discovered, by discussing the earliest writings of which we are familiar, the letters of Paul, most of which (presumably) have been lost. I would love for us to find some of them.","1023","https://ehrmanblog.org/2026/03/"
"Paul’s Lost Letters","https://ehrmanblog.org/pauls-lost-letters/","March 17, 2026","BDEhrman","paul-and-his-letters; readers-questions","","paul; new-testament; early-christianity; apocrypha; textual-criticism; forgery-authorship; roman-world; reader-questions","This past week I was in Clinton NY giving a lecture at Hamilton College (lovely place) (snowy place) hosted by my former student Ian Mills (who did his PhD at Duke but took courses with me). One of Ian’s current projects involves a once-famous now not-widely-known letter forged in the name of Paul, the Letter to the Laodiceans (found in a number of Latin manuscripts of the Bible), and we, naturally, had some good talks about “Lost Letters of Paul.","1153","https://ehrmanblog.org/2026/03/"
"While We’re Talking About the Reliability of Eyewitnesses…","https://ehrmanblog.org/while-were-talking-about-the-reliability-of-eyewitnesses/","March 15, 2026","BDEhrman","canonical-gospels; historical-jesus; memory-studies","","jesus; gospels; new-testament; miracles; canon; judaism; reader-questions; blog-news","After posting on the (surprisingly good) eyewitness testimony to the miracles of the founder of Hasidic Judaism (the Besht) yesterday, I couldn’t resist saying a bit more about it, not from a purely anecdotal perspective but from the academic perspective of scholars engaged in actual research on the matter, research that is virtually ignored by conservative Christian biblical scholars who have written entire BOOKS on eyewitness testimony but appear to know very little about it as a phenomenon.","1456","https://ehrmanblog.org/2026/03/"
"Eyewitness Accounts of Miracles","https://ehrmanblog.org/eyewitness-accounts-of-miracles/","March 14, 2026","BDEhrman","barts-debates; historical-jesus; memory-studies","","jesus; gospels; new-testament; textual-criticism; forgery-authorship; resurrection; miracles; heaven-hell","When thinking about my upcoming debate with Jonathan Sheffield about “proof” of the resurrection, since I anticipated he would take a “legal” approach to the question (since something connected with the law is his day job), I expected we would get into a discussion of the validity of eyewitness testimony. Hey, if all these people said they saw Jesus after his death, he must have been brought to life, right?","1688","https://ehrmanblog.org/2026/03/"
"Christ’s legalism, his divine and human nature, stories of his father Joseph — and other questions.","https://ehrmanblog.org/christs-legalism-his-divine-and-human-nature-stories-of-his-father-joseph-and-other-questions/","March 12, 2026","BDEhrman","public-forum","","jesus; gospels; paul; new-testament; hebrew-bible; apocrypha; textual-criticism; forgery-authorship","Here are some of the intriguing questions I have recently received from readers, on Jesus’ view of the law, the intriguing apocryphal Gospel about his father Joseph, Christ’s divine and human nature, and other things!","1275","https://ehrmanblog.org/2026/03/"
"A Legal Case for Jesus’s Resurrection","https://ehrmanblog.org/a-legal-case-for-jesuss-resurrection/","March 11, 2026","BDEhrman","public-forum","","jesus; paul; new-testament; resurrection; public-forum","I wasn’t sure what to expect when I was going into the debate on Jesus’s resurrection with Jonathan Sheffield last week (March 2; you can see it on Youtube). I suspected that since he works in the legal field (I’m not sure in what capacity), he would probably be mounting a kind of “court case,” marshaling proof that Jesus had been raised from the dead that would be compelling to a fair-minded jury today.","987","https://ehrmanblog.org/2026/03/"
"A New Proof of the Resurrection.  What Do YOU Think?","https://ehrmanblog.org/a-new-proof-of-the-resurrection-what-do-you-think/","March 10, 2026","BDEhrman","barts-debates; historical-jesus","","jesus; gospels; paul; new-testament; early-christianity; apocrypha; textual-criticism; forgery-authorship","A New Proof of the Resurrection. What Do YOU Think?","1266","https://ehrmanblog.org/2026/03/"
"Does God Care What We Eat? – Platinum Post by Doug Wadeson","https://ehrmanblog.org/does-god-care-what-we-eat-platinum-post-by-doug-wadeson/","March 9, 2026","jennao","public-forum","platinum","jesus; gospels; paul; new-testament; hebrew-bible; textual-criticism; christology; suffering-evil","I am happy to provide another Platinum post to you fellow Platinums, by Mr. Platinum Poster Doug Wadeson.","2357","https://ehrmanblog.org/2026/03/"
"How Important Actually Was Paul (When Alive and After)?","https://ehrmanblog.org/how-important-actually-was-paul-when-alive-and-after/","March 8, 2026","BDEhrman","public-forum","","jesus; paul; new-testament; hebrew-bible; early-christianity; apocrypha; forgery-authorship; resurrection","How influential, actually, was Paul in his day? And how much of what we read about him (and allegedly by him) in the New Testament is accurate and how much is slanted in one way or the other.","1199","https://ehrmanblog.org/2026/03/"
"Does Papias Say Matthew and Mark Wrote OUR Matthew and Mark?","https://ehrmanblog.org/does-papias-say-matthew-and-mark-wrote-our-matthew-and-mark/","March 7, 2026","BDEhrman","public-forum","","jesus; gospels; new-testament; textual-criticism; forgery-authorship; public-forum","In my previous two posts I showed why Papias is not a reliable source when it comes to the authorship of Matthew and Mark. If you haven’t read those posts and are personally inclined to think that his testimony about Matthew and Mark are accurate, I suggest you read them (the posts) before reading this one.","1287","https://ehrmanblog.org/2026/03/"
"Do the Synoptics Present an Early Character of the Jesus Movement?  –Platinum Post by Ryan Fleming","https://ehrmanblog.org/do-the-synoptics-present-an-early-character-of-the-jesus-movement-platinum-post-by-ryan-fleming/","March 6, 2026","jennao","public-forum","platinum","jesus; gospels; paul; new-testament; hebrew-bible; textual-criticism; forgery-authorship; resurrection","Do the Synoptics Present an Early Character of the Jesus Movement?","1179","https://ehrmanblog.org/2026/03/"
"Is Papias Generally Trustworthy?","https://ehrmanblog.org/is-papias-generally-trustworthy/","March 5, 2026","BDEhrman","public-forum","","jesus; gospels; new-testament; forgery-authorship; heaven-hell; public-forum","In my previous post I stressed that, contrary to what you sometimes may have heard or possibly will hear, Papias is not a direct witness to what the apostles of Jesus were saying. That is an important point because Papias gives a testimony that is often taken as hard proof that the second Gospel of the NT was written by Mark, the companion of Peter, and that the first Gospel was really and truly written by Matthew, the disciple of Jesus.","1142","https://ehrmanblog.org/2026/03/"
"Does Papias Provide Us Direct Access to the Teachings of the Apostles?","https://ehrmanblog.org/does-papias-provide-us-direct-access-to-the-teachings-of-the-apostles/","March 4, 2026","BDEhrman","public-forum","","jesus; gospels; new-testament; early-christianity; forgery-authorship; church-history; public-forum","In my previous post I gave a short introduction to Papias, one of the Apostolic Fathers, and the one — oddly enough (since we don’t have any of his writings, just some quotations of them) — that has garnered the most attention among New Testament scholars over the past some decades. Especially those interested in the question of who wrote our Gospels.","1026","https://ehrmanblog.org/2026/03/"
"Papias in a Nutshell.  An Important Figure Among the Apostolic Fathers","https://ehrmanblog.org/papias-in-a-nutshell-an-important-figure-among-the-apostolic-fathers/","March 3, 2026","BDEhrman","early-christian-writings","","jesus; gospels; new-testament; early-christianity; textual-criticism; miracles; canon; heaven-hell","Papias in a Nutshell.","785","https://ehrmanblog.org/2026/03/"
"Announcing the “Sponsor a Stranger” Campaign","https://ehrmanblog.org/announcing-the-sponsor-a-stranger-campaign/","March 2, 2026","BDEhrman","public-forum","","jesus; early-christianity; miracles; roman-world; reader-questions; blog-news; public-forum","As many of you know, my new book, Love Thy Stranger: How the Teachings of Jesus Transformed the Moral Conscience of the West, will be published on March 24th. I have spent the last few years immersed in researching a profound shift that occurred in antiquity.","720","https://ehrmanblog.org/2026/03/"
"Free Live Debate on the Resurrection (March 2)","https://ehrmanblog.org/free-live-debate-on-the-resurrection-march-2/","March 1, 2026","BDEhrman","public-forum","","jesus; new-testament; resurrection; public-forum","In case you’re interested! I am doing a live debate with Jonathan Sheffield, an Anglican Autodidact, on the resurrection of Jesus.","144","https://ehrmanblog.org/2026/03/"
